Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Media
2583079957,"Aug 2, 2019, 12:13:22 AM",Evening Run,Run,,1321,3.45,,,false,,TheoXC19,activities/2740770372.gpx.gz,0.0,,1321.0,1208.0,3457.0,5.199999809265137,,55.49766159057617,57.99769973754883,293.20001220703125,330.5,37.099998474121094,-0.07231704145669937,,,,,,,,,281.4976806640625,,,,,,,,,,,,,,,,,,,3607.800048828125,,,,,,,,,,,,,,,,4760284.0,,,,,,,,,,,,,,,,,""
2584120746,"Aug 1, 2019, 8:15:21 PM",Afternoon Run,Run,,27,0.01,,,false,,TheoXC19,activities/2741851706.gpx.gz,0.0,,27.0,12.0,13.100000381469727,1.2000000476837158,,,-1.2000000476837158,304.8999938964844,306.1000061035156,11.600000381469727,9.16030502319336,,,,,,,,,1.4044454097747803,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,4760284.0,,,,,,,,,,,,,,,,,""
2584121744,"Aug 2, 2019, 12:15:18 PM",Morning Run,Run,,3131,9.28,,,false,,TheoXC19,activities/2741852612.gpx.gz,0.0,,3131.0,2995.0,9284.0,4.400000095367432,,49.61371994018555,49.21369934082031,292.79998779296875,307.70001220703125,9.899999618530273,0.004308487754315138,,,,,,,,,729.8668823242188,,,,,,,,,,,,,,,,,,,9354.2998046875,,,,,,,,,,,,,,,,4760284.0,,,,,,,,,,,,,,,,,""
2592640402,"Aug 4, 2019, 11:30:03 AM",Morning Run,Run,,1567,4.26,,,false,,TheoXC19,activities/2751049092.gpx.gz,0.0,,1567.0,1502.0,4262.2001953125,4.5,,61.985164642333984,61.88520050048828,285.20001220703125,330.0,17.799999237060547,0.002346206223592162,,,,,,,,,344.8381652832031,,,,,,,,,,,,,,,,,,,4419.60009765625,,,,,,,,,,,,,,,,4760284.0,,,,,,,,,,,,,,,,,""
2592740574,"Aug 5, 2019, 12:21:57 PM",Morning Run,Run,,2616,6.74,,,false,,TheoXC19,activities/2751151848.gpx.gz,0.0,,2616.0,2437.0,6745.2998046875,4.599999904632568,,161.82752990722656,161.1280059814453,292.79998779296875,325.20001220703125,16.799999237060547,0.010377596132457256,,,,,,,,,569.1983032226562,,,,,,,,,,,,,,,,,,,7295.10009765625,,,,,,,,,,,,,,,,4760284.0,,,,,,,,,,,,,,,,,""
2597562354,"Aug 7, 2019, 12:03:26 AM",Evening Run,Run,,1627,4.05,,,false,,TheoXC19,activities/2756139872.gpx.gz,0.0,,1627.0,1521.0,4049.39990234375,4.0,,58.5567512512207,69.05680084228516,290.0,330.5,42.099998474121094,-0.2592976689338684,,,,,,,,,328.7884521484375,,,,,,,,,,,,,,,,,,,4213.89990234375,,,,,,,,,,,,,,,,4760284.0,,,,,,,,,,,,,,,,,""
2603085621,"Aug 7, 2019, 12:14:41 PM",Morning Run,Run,,3444,7.58,,,false,,TheoXC19,activities/2761852361.gpx.gz,0.0,,3444.0,2447.0,7585.2001953125,5.5,,43.647850036621094,43.64789962768555,292.79998779296875,308.1000061035156,13.199999809265137,0.0,,,,,,,,,596.7488403320312,,,,,,,,,,,,,,,,,,,7648.2001953125,,,,,,,,,,,,,,,,4760284.0,,,,,,,,,,,,,,,,,""
2603086210,"Aug 9, 2019, 12:06:13 AM",Evening Run,Run,,1246,2.53,,,false,,TheoXC19,activities/2761853098.gpx.gz,0.0,,1246.0,1108.0,2534.10009765625,3.9000000953674316,,63.9819450378418,62.98189926147461,257.0,306.0,46.70000076293945,0.03946174308657646,,,,,,,,,226.98178100585938,,,,,,,,,,,,,,,,,,,2909.10009765625,,,,,,,,,,,,,,,,4760284.0,,,,,,,,,,,,,,,,,""
2604209105,"Aug 9, 2019, 12:18:30 PM",Morning Run,Run,,3130,9.74,,,false,,TheoXC19,activities/2763036118.gpx.gz,0.0,,3130.0,3073.0,9741.5,5.900000095367432,,58.09352111816406,57.59349822998047,292.79998779296875,308.1000061035156,12.300000190734863,0.005132679827511311,,,,,,,,,767.98193359375,,,,,,,,,,,,,,,,,,,9842.7998046875,,,,,,,,,,,,,,,,4760284.0,,,,,,,,,,,,,,,,,""
2622340248,"Aug 10, 2019, 6:59:05 PM",Afternoon Run,Run,,1220,3.22,,,false,,TheoXC19,activities/2781899354.gpx.gz,0.0,,1220.0,1217.0,3220.39990234375,3.9000000953674316,,52.72420883178711,52.12419891357422,297.3999938964844,329.79998779296875,15.300000190734863,0.01863122545182705,,,,,,,,,263.34912109375,,,,,,,,,,,,,,,,,,,3375.199951171875,,,,,,,,,,,,,,,,4760284.0,,,,,,,,,,,,,,,,,""
